experiment,feature_set,features,q_low,q_high,config_name,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,mean_accuracy,min_accuracy,std_accuracy,mean_macro_f1,accuracy_2565,f1_2565,rows_2565,accuracy_2566,f1_2566,rows_2566,status,error
350,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5441711129415664,0.5272727272727272,0.454320987654321,55,0.7,0.6340212382288118,60,OK,
351,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6151515151515151,0.5636363636363636,0.051515151515151514,0.5417582417582417,0.5636363636363636,0.4739926739926739,55,0.6666666666666666,0.6095238095238095,60,OK,
352,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6151515151515151,0.5636363636363636,0.051515151515151514,0.5414540261997889,0.5636363636363636,0.4739926739926739,55,0.6666666666666666,0.6089153784069038,60,OK,
353,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6318181818181818,0.5636363636363636,0.06818181818181818,0.5532791889349266,0.5636363636363636,0.4739926739926739,55,0.7,0.6325657038771793,60,OK,
354,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.5072432037949279,0.4727272727272727,0.39999999999999997,55,0.6666666666666666,0.6144864075898558,60,OK,
355,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.5086372196541687,0.4727272727272727,0.39999999999999997,55,0.65,0.6172744393083376,60,OK,
356,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5871212121212122,0.4909090909090909,0.09621212121212122,0.5140107287564915,0.4909090909090909,0.39313131313131305,55,0.6833333333333333,0.6348901443816698,60,OK,
357,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5355482151649114,0.4727272727272727,0.3981264637002342,55,0.7,0.6729699666295884,60,OK,
358,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.5206168033236203,0.45454545454545453,0.37263343820720873,55,0.7,0.6686001684400318,60,OK,
359,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.5046080787463703,0.45454545454545453,0.37152987188625114,55,0.6666666666666666,0.6376862856064893,60,OK,
360,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5075757575757576,0.38181818181818183,0.12575757575757573,0.4461902637888371,0.38181818181818183,0.29768045759202727,55,0.6333333333333333,0.594700069985647,60,OK,
361,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5181818181818182,0.43636363636363634,0.08181818181818182,0.4354068571810507,0.43636363636363634,0.28945868945868947,55,0.6,0.581355024903412,60,OK,
362,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4726279312477091,0.43636363636363634,0.31216931216931215,55,0.6666666666666666,0.6330865503261061,60,OK,
363,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.47222533882389395,0.45454545454545453,0.3510326261652202,55,0.65,0.5934180514825677,60,OK,
364,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.4864329870876166,0.45454545454545453,0.3667146007094238,55,0.65,0.6061513734658095,60,OK,
365,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4611739960100616,0.43636363636363634,0.30357142857142855,55,0.6666666666666666,0.6187765634486946,60,OK,
366,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.48326719576719573,0.45454545454545453,0.3296296296296296,55,0.6666666666666666,0.6369047619047619,60,OK,
367,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5348484848484848,0.43636363636363634,0.09848484848484848,0.4846783424347583,0.43636363636363634,0.3610305958132045,55,0.6333333333333333,0.6083260890563121,60,OK,
368,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.5228994924277695,0.4727272727272727,0.39830322933771206,55,0.6666666666666666,0.6474957555178268,60,OK,
369,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.5001795541411929,0.45454545454545453,0.36643053685381416,55,0.65,0.6339285714285715,60,OK,
370,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.5122271404317245,0.4727272727272727,0.3769585253456221,55,0.6666666666666666,0.6474957555178268,60,OK,
371,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.48452510277052163,0.41818181818181815,0.3075744917850181,55,0.6833333333333333,0.6614757137560252,60,OK,
372,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5583333333333333,0.4,0.15833333333333333,0.5079109062980031,0.4,0.32134646962233165,55,0.7166666666666667,0.6944753429736745,60,OK,
373,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.67,RF_FULL,300,,2,1,sqrt,balanced,0.5015151515151515,0.43636363636363634,0.06515151515151515,0.42444106913664625,0.43636363636363634,0.3244878191421313,55,0.5666666666666667,0.5243943191311612,60,OK,
374,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.67,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4687845825846383,0.4727272727272727,0.339423076923077,55,0.65,0.5981460882461995,60,OK,
375,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.67,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.553030303030303,0.4727272727272727,0.08030303030303029,0.46322902702908275,0.4727272727272727,0.339423076923077,55,0.6333333333333333,0.5870349771350885,60,OK,
376,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.67,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.553030303030303,0.4727272727272727,0.08030303030303029,0.46309590150145097,0.4727272727272727,0.339423076923077,55,0.6333333333333333,0.586768726079825,60,OK,
377,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.67,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.46492787303980065,0.45454545454545453,0.3296296296296296,55,0.65,0.6002261164499717,60,OK,
378,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.35,0.67,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.4779984949339788,0.45454545454545453,0.3296296296296296,55,0.6666666666666666,0.626367360238328,60,OK,
