experiment,feature_set,features,q_low,q_high,config_name,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,mean_accuracy,min_accuracy,std_accuracy,mean_macro_f1,accuracy_2565,f1_2565,rows_2565,accuracy_2566,f1_2566,rows_2566,status,error
183,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.33,0.66,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.476564430201186,0.4909090909090909,0.3723976608187134,55,0.6333333333333333,0.5807311995836586,60,OK,
184,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.33,0.66,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.476564430201186,0.4909090909090909,0.3723976608187134,55,0.6333333333333333,0.5807311995836586,60,OK,
185,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.33,0.66,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.4809233690203042,0.4727272727272727,0.3436853002070393,55,0.6666666666666666,0.618161437833569,60,OK,
186,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.33,0.66,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5424242424242424,0.41818181818181815,0.12424242424242424,0.4750081148438271,0.41818181818181815,0.3147420634920635,55,0.6666666666666666,0.6352741661955906,60,OK,
187,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.33,0.66,RF_FULL,300,,2,1,sqrt,balanced,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.4895698460267645,0.4909090909090909,0.3980872319688109,55,0.6166666666666667,0.5810524600847181,60,OK,
188,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.33,0.66,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5946969696969697,0.4727272727272727,0.12196969696969698,0.49467109424414923,0.4727272727272727,0.3444444444444444,55,0.7166666666666667,0.644897744043854,60,OK,
189,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.33,0.66,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5954545454545455,0.4909090909090909,0.10454545454545452,0.5052783899908724,0.4909090909090909,0.3754313319530711,55,0.7,0.6351254480286738,60,OK,
190,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.33,0.66,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.48929475015812773,0.4727272727272727,0.3444444444444444,55,0.7,0.634145055871811,60,OK,
191,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.33,0.66,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.4838024238699262,0.45454545454545453,0.3344322344322344,55,0.7,0.6331726133076181,60,OK,
192,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.33,0.66,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.49239086713662983,0.4727272727272727,0.36871794871794866,55,0.6666666666666666,0.6160637855553109,60,OK,
193,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.33,0.66,RF_FULL,300,,2,1,sqrt,balanced,0.5681818181818181,0.43636363636363634,0.1318181818181818,0.5014161285348925,0.43636363636363634,0.32789148797920725,55,0.7,0.6749407690905778,60,OK,
194,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.33,0.66,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6212121212121211,0.509090909090909,0.11212121212121212,0.557760818822371,0.509090909090909,0.4078272604588394,55,0.7333333333333333,0.7076943771859027,60,OK,
195,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.33,0.66,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5856060606060606,0.45454545454545453,0.13106060606060607,0.5232862173061736,0.45454545454545453,0.3596153846153846,55,0.7166666666666667,0.6869570499969626,60,OK,
196,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.33,0.66,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5235233576342961,0.4727272727272727,0.3719298245614035,55,0.7,0.6751168907071888,60,OK,
197,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.33,0.66,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.603030303030303,0.4727272727272727,0.13030303030303028,0.5274551331856158,0.4727272727272727,0.3457309941520468,55,0.7333333333333333,0.7091792722191848,60,OK,
198,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.33,0.66,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.525,0.4,0.125,0.4554131280493906,0.4,0.3078341013824885,55,0.65,0.6029921547162926,60,OK,
199,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.33,0.66,RF_FULL,300,,2,1,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4958424312042733,0.4727272727272727,0.3642526455026455,55,0.65,0.6274322169059011,60,OK,
200,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.33,0.66,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.47094522478867656,0.4909090909090909,0.3727395411605938,55,0.6166666666666667,0.5691509084167593,60,OK,
201,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.33,0.66,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.5002928824049514,0.45454545454545453,0.3264957264957265,55,0.7,0.6740900383141762,60,OK,
202,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.33,0.66,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.4804339002394397,0.45454545454545453,0.309403210193377,55,0.6833333333333333,0.6514645902855024,60,OK,
203,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.33,0.66,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.603030303030303,0.4727272727272727,0.13030303030303028,0.5116606607949733,0.4727272727272727,0.3359425096738529,55,0.7333333333333333,0.6873788119160937,60,OK,
204,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.33,0.66,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5765151515151515,0.43636363636363634,0.14015151515151517,0.4803077096074583,0.43636363636363634,0.2701875239188672,55,0.7166666666666667,0.6904278952960494,60,OK,
205,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.33,0.66,RF_FULL,300,,2,1,sqrt,balanced,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4897080793691062,0.43636363636363634,0.32943469785575047,55,0.6666666666666666,0.649981460882462,60,OK,
206,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.33,0.66,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.578030303030303,0.4727272727272727,0.10530303030303031,0.5015669515669515,0.4727272727272727,0.34757834757834755,55,0.6833333333333333,0.6555555555555556,60,OK,
207,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.33,0.66,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5787878787878787,0.4909090909090909,0.08787878787878786,0.5022154636645109,0.4909090909090909,0.35626312880044225,55,0.6666666666666666,0.6481677985285795,60,OK,
208,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.33,0.66,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4907534595034595,0.4727272727272727,0.34757834757834755,55,0.65,0.6339285714285715,60,OK,
209,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.33,0.66,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5871212121212122,0.4909090909090909,0.09621212121212122,0.4940454772613693,0.4909090909090909,0.3268840579710145,55,0.6833333333333333,0.6612068965517242,60,OK,
210,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.33,0.66,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5772727272727273,0.45454545454545453,0.12272727272727271,0.5063283392527986,0.45454545454545453,0.3353846153846154,55,0.7,0.677272063120982,60,OK,
211,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.33,0.66,RF_FULL,300,,2,1,sqrt,balanced,0.543939393939394,0.45454545454545453,0.08939393939393939,0.46245945211183687,0.45454545454545453,0.3279117933723197,55,0.6333333333333333,0.597007110851354,60,OK,
212,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.33,0.66,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5787878787878787,0.4909090909090909,0.08787878787878786,0.4650371687136393,0.4909090909090909,0.31221719457013575,55,0.6666666666666666,0.6178571428571429,60,OK,
213,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.33,0.66,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.553030303030303,0.4727272727272727,0.08030303030303029,0.46085211085211086,0.4727272727272727,0.33618233618233617,55,0.6333333333333333,0.5855218855218856,60,OK,
214,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.33,0.66,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.4637092803195394,0.45454545454545453,0.32871794871794874,55,0.65,0.5987006119211301,60,OK,
215,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.33,0.66,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5946969696969697,0.4727272727272727,0.12196969696969698,0.4915251954535469,0.4727272727272727,0.3029297954671089,55,0.7166666666666667,0.6801205954399849,60,OK,
216,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.33,0.66,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.46489955840868624,0.45454545454545453,0.3264957264957265,55,0.65,0.6033033903216459,60,OK,
217,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.6143939393939394,0.5454545454545454,0.06893939393939397,0.5529396769831404,0.5454545454545454,0.4617562542258283,55,0.6833333333333333,0.6441230997404525,60,OK,
218,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5396047008547009,0.5272727272727272,0.4323076923076923,55,0.7,0.6469017094017094,60,OK,
219,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6234848484848485,0.5636363636363636,0.05984848484848487,0.5497927997927998,0.5636363636363636,0.4716394716394716,55,0.6833333333333333,0.627946127946128,60,OK,
220,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6143939393939394,0.5454545454545454,0.06893939393939397,0.5432534042678236,0.5454545454545454,0.4466334991708126,55,0.6833333333333333,0.6398733093648348,60,OK,
221,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.621969696969697,0.5272727272727272,0.09469696969696972,0.5620825939756696,0.5272727272727272,0.4489087301587302,55,0.7166666666666667,0.6752564577926091,60,OK,
222,BASE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.6121212121212121,0.4909090909090909,0.12121212121212119,0.5501587084624263,0.4909090909090909,0.40277777777777773,55,0.7333333333333333,0.6975396391470748,60,OK,
223,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.4879429184950981,0.41818181818181815,0.33701311843388343,55,0.65,0.6388727185563127,60,OK,
224,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.5504943778468034,0.4727272727272727,0.4136462407648849,55,0.7,0.6873425149287219,60,OK,
225,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.526404336068583,0.41818181818181815,0.3832930026214963,55,0.6833333333333333,0.6695156695156695,60,OK,
226,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.5267526390120089,0.45454545454545453,0.4084465031406815,55,0.6666666666666666,0.6450587748833363,60,OK,
227,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.5324412091361244,0.45454545454545453,0.40505335844318896,55,0.6833333333333333,0.6598290598290598,60,OK,
228,BASE_NO_YEAR,"sst,chlorophyll_a,rainfall,wind_speed,month,station_id",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5598484848484848,0.43636363636363634,0.1234848484848485,0.5234938189709194,0.43636363636363634,0.3789049919484702,55,0.6833333333333333,0.6680826459933685,60,OK,
229,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.45,0.4,0.04999999999999999,0.3817774118107822,0.4,0.2824302134646962,55,0.5,0.4811246101568682,60,OK,
230,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.4939393939393939,0.45454545454545453,0.0393939393939394,0.4102031584519036,0.45454545454545453,0.30090924686910275,55,0.5333333333333333,0.5194970700347045,60,OK,
231,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.47651515151515156,0.43636363636363634,0.04015151515151519,0.3992355585027999,0.43636363636363634,0.29708222811671087,55,0.5166666666666667,0.5013888888888889,60,OK,
232,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.4674242424242424,0.41818181818181815,0.04924242424242428,0.39100346632710814,0.41818181818181815,0.28680555555555554,55,0.5166666666666667,0.4952013770986607,60,OK,
233,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5295454545454545,0.509090909090909,0.020454545454545503,0.42776240654230246,0.509090909090909,0.3271221532091097,55,0.55,0.5284026598754952,60,OK,
234,BASE_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.4575757575757576,0.38181818181818183,0.07575757575757575,0.4032890032890033,0.38181818181818183,0.3,55,0.5333333333333333,0.5065780065780067,60,OK,
235,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5454545454545454,0.4909090909090909,0.054545454545454536,0.458751622081741,0.4909090909090909,0.3602033405954974,55,0.6,0.5572999035679845,60,OK,
236,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5628787878787879,0.509090909090909,0.05378787878787883,0.48012491455114403,0.509090909090909,0.39886039886039887,55,0.6166666666666667,0.5613894302418893,60,OK,
237,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5712121212121212,0.509090909090909,0.06212121212121213,0.49763365666591475,0.509090909090909,0.42205128205128206,55,0.6333333333333333,0.5732160312805474,60,OK,
238,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5522727272727272,0.45454545454545453,0.09772727272727275,0.4694568562857675,0.45454545454545453,0.33950304259634895,55,0.65,0.5994106699751861,60,OK,
239,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.4613740326147042,0.4727272727272727,0.3359425096738529,55,0.65,0.5868055555555556,60,OK,
240,BASE_SSS,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sss",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5257575757575758,0.41818181818181815,0.10757575757575757,0.46135217752862134,0.41818181818181815,0.34470046082949307,55,0.6333333333333333,0.5780038942277496,60,OK,
241,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.6143939393939394,0.5454545454545454,0.06893939393939397,0.5348660321828537,0.5454545454545454,0.42294843863471315,55,0.6833333333333333,0.6467836257309941,60,OK,
242,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6393939393939394,0.5454545454545454,0.09393939393939393,0.5580097093894375,0.5454545454545454,0.4591093117408907,55,0.7333333333333333,0.6569101070379842,60,OK,
243,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6037878787878788,0.4909090909090909,0.11287878787878788,0.5286298336853448,0.4909090909090909,0.41236192332683563,55,0.7166666666666667,0.644897744043854,60,OK,
244,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6037878787878788,0.4909090909090909,0.11287878787878788,0.5307539682539683,0.4909090909090909,0.4146825396825397,55,0.7166666666666667,0.6468253968253967,60,OK,
245,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5336623300456219,0.5272727272727272,0.4341520467836257,55,0.7,0.6331726133076181,60,OK,
246,BASE_DEPTH,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,depth",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.4978163448751684,0.4727272727272727,0.37879767291531996,55,0.6666666666666666,0.6168350168350168,60,OK,
247,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.6045454545454545,0.509090909090909,0.09545454545454546,0.5431032049909066,0.509090909090909,0.4227785899935023,55,0.7,0.6634278199883109,60,OK,
248,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6227272727272727,0.5454545454545454,0.07727272727272727,0.5493249700533278,0.5454545454545454,0.44425305688463584,55,0.7,0.6543968832220198,60,OK,
249,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.6053030303030302,0.5272727272727272,0.07803030303030306,0.5245286160431744,0.5272727272727272,0.4199668325041459,55,0.6833333333333333,0.6290903995822029,60,OK,
250,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6136363636363635,0.5272727272727272,0.08636363636363636,0.5308581060783757,0.5272727272727272,0.4199668325041459,55,0.7,0.6417493796526056,60,OK,
251,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5871212121212122,0.4909090909090909,0.09621212121212122,0.5060917785917786,0.4909090909090909,0.3953846153846154,55,0.6833333333333333,0.6167989417989418,60,OK,
252,BASE_DEPTH_NO_STATION,"sst,chlorophyll_a,rainfall,wind_speed,month,year,depth",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5674242424242424,0.41818181818181815,0.14924242424242426,0.5047144650651472,0.41818181818181815,0.33268934293464475,55,0.7166666666666667,0.6767395871956495,60,OK,
253,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5545454545454545,0.509090909090909,0.04545454545454547,0.4743452917811388,0.509090909090909,0.3840289294269394,55,0.6,0.5646616541353383,60,OK,
254,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.5704545454545454,0.4909090909090909,0.07954545454545456,0.4754039064383892,0.4909090909090909,0.37094017094017095,55,0.65,0.5798676419366074,60,OK,
255,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5696969696969697,0.4727272727272727,0.09696969696969696,0.46080640318983507,0.4727272727272727,0.3238977526162292,55,0.6666666666666666,0.5977150537634409,60,OK,
256,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.5787878787878787,0.4909090909090909,0.08787878787878786,0.47803511179733515,0.4909090909090909,0.3338480013724481,55,0.6666666666666666,0.6222222222222222,60,OK,
257,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.5863636363636363,0.4727272727272727,0.11363636363636362,0.49767052119993294,0.4727272727272727,0.34983839689722046,55,0.7,0.6455026455026455,60,OK,
258,BASE_PRESSURE,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,sea_level_pressure",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5787878787878787,0.4909090909090909,0.08787878787878786,0.4965419350138755,0.4909090909090909,0.3602033405954974,55,0.6666666666666666,0.6328805294322536,60,OK,
259,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.5712121212121212,0.509090909090909,0.06212121212121213,0.5122248197934931,0.509090909090909,0.4252873563218391,55,0.6333333333333333,0.5991622832651471,60,OK,
260,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.34,0.65,RF_DEPTH_6_BAL,350,6.0,2,2,sqrt,balanced,0.6484848484848484,0.5636363636363636,0.08484848484848484,0.574666966413877,0.5636363636363636,0.44559609360604385,55,0.7333333333333333,0.7037378392217102,60,OK,
261,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.34,0.65,RF_DEPTH_8_BAL,400,8.0,4,2,sqrt,balanced,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.48014956134998443,0.4727272727272727,0.34871794871794876,55,0.65,0.61158117398202,60,OK,
262,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.34,0.65,RF_DEPTH_10_BAL,400,10.0,4,2,sqrt,balanced,0.6045454545454545,0.509090909090909,0.09545454545454546,0.5356458675424193,0.509090909090909,0.40079365079365076,55,0.7,0.6704980842911877,60,OK,
263,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.34,0.65,RF_LEAF_3_BAL,400,,6,3,sqrt,balanced,0.6295454545454545,0.509090909090909,0.12045454545454548,0.5554140843424358,0.509090909090909,0.38626312880044217,55,0.75,0.7245650398844293,60,OK,
264,BASE_AIR_TEMP,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,air_temperature",0.34,0.65,RF_FEATURE_07_BAL,400,10.0,4,2,0.7,balanced_subsample,0.5765151515151515,0.43636363636363634,0.14015151515151517,0.5240237718613473,0.43636363636363634,0.3557856389607899,55,0.7166666666666667,0.6922619047619047,60,OK,
265,BASE_WIND_DIR,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id,wind_dir_sin,wind_dir_cos",0.34,0.65,RF_FULL,300,,2,1,sqrt,balanced,0.568939393939394,0.45454545454545453,0.11439393939393941,0.4644526583034648,0.45454545454545453,0.30763888888888885,55,0.6833333333333333,0.6212664277180407,60,OK,
