experiment,feature_set,features,q_low,q_high,config_name,decision_name,mean_accuracy,min_accuracy,std_accuracy,mean_macro_f1,accuracy_2565,f1_2565,accuracy_2566,f1_2566,status,error
162,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_BALANCED,P_LOW_105,0.5893939393939394,0.5454545454545454,0.043939393939393945,0.5293069113959126,0.5454545454545454,0.45262115349180027,0.6333333333333333,0.6059926693000249,OK,
163,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_BALANCED,P_LOW_110,0.581060606060606,0.5454545454545454,0.03560606060606064,0.5230265044963106,0.5454545454545454,0.45262115349180027,0.6166666666666667,0.593431855500821,OK,
164,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_BALANCED,P_MED_105,0.5704545454545454,0.4909090909090909,0.07954545454545456,0.5146339122216315,0.4909090909090909,0.41236192332683563,0.65,0.6169059011164274,OK,
165,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_BALANCED,P_LOW_105_MED_105,0.5621212121212121,0.4909090909090909,0.0712121212121212,0.5083051446699538,0.4909090909090909,0.41236192332683563,0.6333333333333333,0.6042483660130719,OK,
166,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_NORMAL,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.5128660309731521,0.4909090909090909,0.4265232974910394,0.6166666666666667,0.5992087644552647,OK,
167,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105,0.553030303030303,0.4727272727272727,0.08030303030303029,0.5047166102051355,0.4727272727272727,0.390259329538267,0.6333333333333333,0.619173890872004,OK,
168,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_110,0.543939393939394,0.45454545454545453,0.08939393939393939,0.4993076822155623,0.45454545454545453,0.37944147355912056,0.6333333333333333,0.619173890872004,OK,
169,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_MED_105,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.5128660309731521,0.4909090909090909,0.4265232974910394,0.6166666666666667,0.5992087644552647,OK,
170,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105_MED_105,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.5128660309731521,0.4909090909090909,0.4265232974910394,0.6166666666666667,0.5992087644552647,OK,
171,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_NORMAL,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.5011937182280319,0.4727272727272727,0.41111111111111115,0.6166666666666667,0.5912763253449528,OK,
172,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105,0.543939393939394,0.45454545454545453,0.08939393939393939,0.5057539079864577,0.45454545454545453,0.3996172772006561,0.6333333333333333,0.6118905387722592,OK,
173,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_110,0.5257575757575758,0.41818181818181815,0.10757575757575757,0.48349206217793145,0.41818181818181815,0.3550935855836037,0.6333333333333333,0.6118905387722592,OK,
174,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_MED_105,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.5038997073958228,0.4727272727272727,0.41111111111111115,0.6166666666666667,0.5966883036805345,OK,
175,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105_MED_105,0.5272727272727272,0.45454545454545453,0.07272727272727272,0.4886459574043505,0.45454545454545453,0.3996172772006561,0.6,0.5776746376080449,OK,
176,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_NORMAL,0.5507575757575758,0.41818181818181815,0.1325757575757576,0.5107763924475082,0.41818181818181815,0.3558751355361525,0.6833333333333333,0.6656776493588638,OK,
177,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105,0.5424242424242424,0.41818181818181815,0.12424242424242424,0.5004483902788988,0.41818181818181815,0.3558751355361525,0.6666666666666666,0.6450216450216449,OK,
178,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_110,0.5424242424242424,0.41818181818181815,0.12424242424242424,0.5004483902788988,0.41818181818181815,0.3558751355361525,0.6666666666666666,0.6450216450216449,OK,
179,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_MED_105,0.5174242424242425,0.41818181818181815,0.09924242424242427,0.47600585168541676,0.41818181818181815,0.3558751355361525,0.6166666666666667,0.596136567834681,OK,
180,BASE_RAW,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105_MED_105,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.49648373981036376,0.41818181818181815,0.3558751355361525,0.65,0.6370923440845749,OK,
181,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_BALANCED,P_NORMAL,0.5901515151515151,0.5636363636363636,0.026515151515151547,0.49832076525624913,0.5636363636363636,0.4142857142857143,0.6166666666666667,0.582355816226784,OK,
182,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_BALANCED,P_LOW_105,0.5984848484848484,0.5636363636363636,0.03484848484848485,0.5175810708898945,0.5636363636363636,0.4309954751131222,0.6333333333333333,0.6041666666666666,OK,
183,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_BALANCED,P_LOW_110,0.5712121212121212,0.509090909090909,0.06212121212121213,0.5061365286855483,0.509090909090909,0.40138888888888885,0.6333333333333333,0.6108841684822076,OK,
184,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_BALANCED,P_MED_105,0.5909090909090908,0.5818181818181818,0.009090909090909094,0.5047215856039385,0.5818181818181818,0.4496392496392496,0.6,0.5598039215686275,OK,
185,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_BALANCED,P_LOW_105_MED_105,0.5901515151515151,0.5636363636363636,0.026515151515151547,0.506675645669953,0.5636363636363636,0.4309954751131222,0.6166666666666667,0.582355816226784,OK,
186,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_NORMAL,0.543939393939394,0.45454545454545453,0.08939393939393939,0.48571535244922337,0.45454545454545453,0.36726403823178017,0.6333333333333333,0.6041666666666666,OK,
187,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105,0.543939393939394,0.45454545454545453,0.08939393939393939,0.48907410335699386,0.45454545454545453,0.36726403823178017,0.6333333333333333,0.6108841684822076,OK,
188,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_110,0.5348484848484848,0.43636363636363634,0.09848484848484848,0.4838505297040178,0.43636363636363634,0.356816890925828,0.6333333333333333,0.6108841684822076,OK,
189,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_MED_105,0.5348484848484848,0.43636363636363634,0.09848484848484848,0.47870981294444725,0.43636363636363634,0.3557856389607899,0.6333333333333333,0.6016339869281045,OK,
190,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105_MED_105,0.5348484848484848,0.43636363636363634,0.09848484848484848,0.4833349037214988,0.43636363636363634,0.3557856389607899,0.6333333333333333,0.6108841684822076,OK,
191,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_NORMAL,0.5378787878787878,0.509090909090909,0.028787878787878807,0.48700276331855274,0.509090909090909,0.4227234753550542,0.5666666666666667,0.5512820512820512,OK,
192,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105,0.5462121212121211,0.509090909090909,0.037121212121212166,0.49642242862057095,0.509090909090909,0.4227234753550542,0.5833333333333334,0.5701213818860876,OK,
193,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_110,0.5280303030303031,0.4727272727272727,0.055303030303030326,0.4748140116261558,0.4727272727272727,0.37950664136622386,0.5833333333333334,0.5701213818860876,OK,
194,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_MED_105,0.5113636363636364,0.4727272727272727,0.03863636363636366,0.46738321977794817,0.4727272727272727,0.39732479623190003,0.55,0.5374416433239962,OK,
195,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105_MED_105,0.5196969696969697,0.4727272727272727,0.04696969696969697,0.4771584699453552,0.4727272727272727,0.3981264637002342,0.5666666666666667,0.5561904761904762,OK,
196,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_NORMAL,0.5356060606060606,0.45454545454545453,0.08106060606060608,0.4851638206476916,0.45454545454545453,0.36726403823178017,0.6166666666666667,0.6030636030636031,OK,
197,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105,0.5265151515151515,0.43636363636363634,0.09015151515151518,0.47994024699471555,0.43636363636363634,0.356816890925828,0.6166666666666667,0.6030636030636031,OK,
198,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_110,0.5265151515151515,0.43636363636363634,0.09015151515151518,0.47994024699471555,0.43636363636363634,0.356816890925828,0.6166666666666667,0.6030636030636031,OK,
199,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_MED_105,0.5181818181818182,0.43636363636363634,0.08181818181818182,0.4692033607909363,0.43636363636363634,0.3557856389607899,0.6,0.5826210826210826,OK,
200,MONTH_CYCLIC,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_id",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105_MED_105,0.5174242424242425,0.41818181818181815,0.09924242424242427,0.47407471796266365,0.41818181818181815,0.3450858328617242,0.6166666666666667,0.6030636030636031,OK,
201,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_BALANCED,P_NORMAL,0.553030303030303,0.4727272727272727,0.08030303030303029,0.49708584858202853,0.4727272727272727,0.3876705653021442,0.6333333333333333,0.6065011318619128,OK,
202,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_BALANCED,P_LOW_105,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.5024812958236146,0.4909090909090909,0.4179344151453685,0.6166666666666667,0.5870281765018607,OK,
203,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_BALANCED,P_LOW_110,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.5026021679272453,0.4909090909090909,0.4181761593526299,0.6166666666666667,0.5870281765018607,OK,
204,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_BALANCED,P_MED_105,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.47986137425792597,0.4727272727272727,0.3852564102564102,0.6166666666666667,0.5744663382594417,OK,
205,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_BALANCED,P_LOW_105_MED_105,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.5063352826510721,0.4727272727272727,0.3876705653021442,0.65,0.625,OK,
206,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_NORMAL,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.4866638482406733,0.4727272727272727,0.3883319409635199,0.6166666666666667,0.5849957555178268,OK,
207,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105,0.5446969696969697,0.4727272727272727,0.07196969696969699,0.48835629775526446,0.4727272727272727,0.39171683999270207,0.6166666666666667,0.5849957555178268,OK,
208,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_110,0.5537878787878788,0.4909090909090909,0.0628787878787879,0.5015859574352284,0.4909090909090909,0.4181761593526299,0.6166666666666667,0.5849957555178268,OK,
209,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_MED_105,0.5356060606060606,0.45454545454545453,0.08106060606060608,0.4830037122375832,0.45454545454545453,0.37572964669738856,0.6166666666666667,0.5902777777777778,OK,
210,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105_MED_105,0.5356060606060606,0.45454545454545453,0.08106060606060608,0.4830037122375832,0.45454545454545453,0.37572964669738856,0.6166666666666667,0.5902777777777778,OK,
211,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_NORMAL,0.5613636363636364,0.4727272727272727,0.08863636363636365,0.5121390563914421,0.4727272727272727,0.4015182561520598,0.65,0.6227598566308243,OK,
212,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105,0.5704545454545454,0.4909090909090909,0.07954545454545456,0.523392199430358,0.4909090909090909,0.42402454222989167,0.65,0.6227598566308243,OK,
213,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_110,0.553030303030303,0.4727272727272727,0.08030303030303029,0.5108728413163897,0.4727272727272727,0.4152777777777777,0.6333333333333333,0.6064679048550016,OK,
214,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_MED_105,0.5166666666666666,0.4,0.11666666666666664,0.46693813901002523,0.4,0.32522812667740203,0.6333333333333333,0.6086481513426485,OK,
215,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105_MED_105,0.543939393939394,0.45454545454545453,0.08939393939393939,0.5035438765860404,0.45454545454545453,0.39843960182943233,0.6333333333333333,0.6086481513426485,OK,
216,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_NORMAL,0.5333333333333333,0.4,0.1333333333333333,0.4831592524015256,0.4,0.3331719128329298,0.6666666666666666,0.6331465919701214,OK,
217,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105,0.5333333333333333,0.4,0.1333333333333333,0.4892500978306063,0.4,0.3331719128329298,0.6666666666666666,0.6453282828282828,OK,
218,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_110,0.5325757575757576,0.38181818181818183,0.15075757575757576,0.49491958794115987,0.38181818181818183,0.32226399331662486,0.6833333333333333,0.6675751825656949,OK,
219,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_MED_105,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.486506840130452,0.41818181818181815,0.36365407434957403,0.65,0.60935960591133,OK,
220,STATION_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105_MED_105,0.525,0.4,0.125,0.4769706381483952,0.4,0.3331719128329298,0.65,0.6207693634638606,OK,
221,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_BALANCED,P_NORMAL,0.6068181818181818,0.5636363636363636,0.04318181818181821,0.5239809603570332,0.5636363636363636,0.4294969596462133,0.65,0.6184649610678531,OK,
222,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_BALANCED,P_LOW_105,0.6068181818181818,0.5636363636363636,0.04318181818181821,0.5239809603570332,0.5636363636363636,0.4294969596462133,0.65,0.6184649610678531,OK,
223,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_BALANCED,P_LOW_110,0.6068181818181818,0.5636363636363636,0.04318181818181821,0.5239809603570332,0.5636363636363636,0.4294969596462133,0.65,0.6184649610678531,OK,
224,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_BALANCED,P_MED_105,0.581060606060606,0.5454545454545454,0.03560606060606064,0.5167008151580381,0.5454545454545454,0.4427485557920341,0.6166666666666667,0.5906530745240423,OK,
225,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_BALANCED,P_LOW_105_MED_105,0.571969696969697,0.5272727272727272,0.04469696969696974,0.49994192187740577,0.5272727272727272,0.4092307692307693,0.6166666666666667,0.5906530745240423,OK,
226,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_NORMAL,0.5553030303030303,0.5272727272727272,0.028030303030303072,0.49484265734265737,0.5272727272727272,0.43173076923076925,0.5833333333333334,0.5579545454545455,OK,
227,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105,0.5371212121212121,0.4909090909090909,0.04621212121212123,0.4727951507556771,0.4909090909090909,0.38763575605680867,0.5833333333333334,0.5579545454545455,OK,
228,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_110,0.5280303030303031,0.4727272727272727,0.055303030303030326,0.4679856359291843,0.4727272727272727,0.37801672640382317,0.5833333333333334,0.5579545454545455,OK,
229,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_MED_105,0.5553030303030303,0.5272727272727272,0.028030303030303072,0.49484265734265737,0.5272727272727272,0.43173076923076925,0.5833333333333334,0.5579545454545455,OK,
230,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_12,P_LOW_105_MED_105,0.5462121212121211,0.509090909090909,0.037121212121212166,0.4894710998877666,0.509090909090909,0.42098765432098767,0.5833333333333334,0.5579545454545455,OK,
231,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_NORMAL,0.5643939393939394,0.5454545454545454,0.018939393939393978,0.500259324009324,0.5454545454545454,0.44256410256410256,0.5833333333333334,0.5579545454545455,OK,
232,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105,0.5553030303030303,0.5272727272727272,0.028030303030303072,0.49484265734265737,0.5272727272727272,0.43173076923076925,0.5833333333333334,0.5579545454545455,OK,
233,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_110,0.5553030303030303,0.5272727272727272,0.028030303030303072,0.49557490105735724,0.5272727272727272,0.43319525666016895,0.5833333333333334,0.5579545454545455,OK,
234,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_MED_105,0.5553030303030303,0.5272727272727272,0.028030303030303072,0.49457070707070705,0.5272727272727272,0.4311868686868687,0.5833333333333334,0.5579545454545455,OK,
235,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,FULL_LOW_12_MED_14,P_LOW_105_MED_105,0.5462121212121211,0.509090909090909,0.037121212121212166,0.48898948273948273,0.509090909090909,0.42002442002442003,0.5833333333333334,0.5579545454545455,OK,
236,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_NORMAL,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4988083704692644,0.43636363636363634,0.3553420011305823,0.6666666666666666,0.6422747398079466,OK,
237,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4988083704692644,0.43636363636363634,0.3553420011305823,0.6666666666666666,0.6422747398079466,OK,
238,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_110,0.5340909090909091,0.41818181818181815,0.11590909090909093,0.48463675850909316,0.41818181818181815,0.3447785675232367,0.65,0.6244949494949495,OK,
239,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_MED_105,0.5606060606060606,0.45454545454545453,0.10606060606060605,0.5142583377932948,0.45454545454545453,0.38624193577864285,0.6666666666666666,0.6422747398079466,OK,
240,CYCLIC_AND_ONEHOT,"sst,chlorophyll_a,rainfall,wind_speed,month_sin,month_cos,year,station_cat",0.34,0.66,LEAF2_LOW_13_MED_13,P_LOW_105_MED_105,0.5515151515151515,0.43636363636363634,0.11515151515151514,0.4988083704692644,0.43636363636363634,0.3553420011305823,0.6666666666666666,0.6422747398079466,OK,
