_id,ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,จังหวัด,ชนิดสัตว์น้ำ,ปริมาณ (ตัน),มูลค่า (พันบาท)
12890,2565,ตุลาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,10,685
12906,2565,ตุลาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,140,9593
12933,2565,ตุลาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,27,1850
13326,2565,ตุลาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,476,32618
13785,2565,ตุลาคม,พาณิชย์,อวนติดตาอื่นๆ,ชลบุรี,ปลาทู,2,137
13822,2565,ตุลาคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,1,69
13834,2565,ตุลาคม,พาณิชย์,อวนลอยปลา,เพชรบุรี,ปลาทู,1,69
14259,2565,พฤศจิกายน,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,11,754
14284,2565,พฤศจิกายน,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,21,1439
14304,2565,พฤศจิกายน,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,44,3015
14318,2565,พฤศจิกายน,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,294,20145
14348,2565,พฤศจิกายน,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,17,1165
14755,2565,พฤศจิกายน,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,280,19186
14770,2565,พฤศจิกายน,พาณิชย์,อวนล้อมจับ,เพชรบุรี,ปลาทู,152,10415
15246,2565,พฤศจิกายน,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,1,69
15259,2565,พฤศจิกายน,พาณิชย์,อวนลอยปลา,เพชรบุรี,ปลาทู,1,69
15640,2565,ธันวาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,53,3632
15667,2565,ธันวาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,25,1713
15688,2565,ธันวาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,51,3495
15702,2565,ธันวาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,53,3632
15730,2565,ธันวาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,9,617
16136,2565,ธันวาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,547,37480
16151,2565,ธันวาคม,พาณิชย์,อวนล้อมจับ,เพชรบุรี,ปลาทู,58,3974
16622,2565,ธันวาคม,พาณิชย์,อวนลอยปลา,เพชรบุรี,ปลาทู,1,69
362,2566,มกราคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,30,2267
390,2566,มกราคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,7,529
407,2566,มกราคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,22,1663
419,2566,มกราคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,55,4158
449,2566,มกราคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,5,378
861,2566,มกราคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,209,15796
1327,2566,มกราคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,3,227
1340,2566,มกราคม,พาณิชย์,อวนลอยปลา,สมุทรสาคร,ปลาทู,1,76
1752,2566,กุมภาพันธ์,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,21,1587
1780,2566,กุมภาพันธ์,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,4,302
1804,2566,กุมภาพันธ์,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,26,1965
1816,2566,กุมภาพันธ์,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,42,3174
1846,2566,กุมภาพันธ์,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,5,378
2244,2566,กุมภาพันธ์,พาณิชย์,อวนล้อมจับ,ชลบุรี,ปลาทู,2,151
2268,2566,กุมภาพันธ์,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,83,6273
2737,2566,กุมภาพันธ์,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,5,378
3176,2566,มีนาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,29,2192
3204,2566,มีนาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,3,227
3228,2566,มีนาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,7,529
3240,2566,มีนาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,28,2116
3270,2566,มีนาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,5,378
3660,2566,มีนาคม,พาณิชย์,อวนล้อมจับ,ชลบุรี,ปลาทู,3,227
3686,2566,มีนาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,8,605
4184,2566,มีนาคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,1,76
4291,2566,เมษายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ชลบุรี,ปลาทู,1,76
4631,2566,เมษายน,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,30,2267
4659,2566,เมษายน,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,4,302
4680,2566,เมษายน,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,1,76
4692,2566,เมษายน,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,22,1663
4723,2566,เมษายน,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,4,302
5657,2566,เมษายน,พาณิชย์,อวนลอยปลา,เพชรบุรี,ปลาทู,1,76
5750,2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ชลบุรี,ปลาทู,1,76
6123,2566,พฤษภาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,50,3779
6153,2566,พฤษภาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,5,378
6173,2566,พฤษภาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,4,302
6186,2566,พฤษภาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,43,3250
6217,2566,พฤษภาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,7,529
6648,2566,พฤษภาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,2,151
7154,2566,พฤษภาคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,1,76
7621,2566,มิถุนายน,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,42,3174
7649,2566,มิถุนายน,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,6,453
7672,2566,มิถุนายน,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,2,151
7689,2566,มิถุนายน,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,46,3477
7722,2566,มิถุนายน,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,6,453
8162,2566,มิถุนายน,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,2,151
9165,2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,146,11035
9193,2566,กรกฎาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,12,907
9214,2566,กรกฎาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,20,1512
9229,2566,กรกฎาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,118,8918
9261,2566,กรกฎาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,12,907
9715,2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,120,9070
10324,2566,สิงหาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ชลบุรี,ปลาทู,1,76
10690,2566,สิงหาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,142,10732
10722,2566,สิงหาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,13,983
10743,2566,สิงหาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,32,2419
10758,2566,สิงหาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,127,9599
10790,2566,สิงหาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,19,1436
11219,2566,สิงหาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,371,28040
11234,2566,สิงหาคม,พาณิชย์,อวนล้อมจับ,เพชรบุรี,ปลาทู,2,151
11710,2566,สิงหาคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,1,76
12189,2566,กันยายน,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,100,7558
12218,2566,กันยายน,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,24,1814
12238,2566,กันยายน,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,15,1134
12258,2566,กันยายน,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,130,9827
12288,2566,กันยายน,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,27,2041
12720,2566,กันยายน,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,177,13378
13343,2566,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ชลบุรี,ปลาทู,1,76
13725,2566,ตุลาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,106,8011
13756,2566,ตุลาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,19,1436
13776,2566,ตุลาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,10,756
13797,2566,ตุลาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,204,15418
13830,2566,ตุลาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,29,2192
14276,2566,ตุลาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,229,17308
14289,2566,ตุลาคม,พาณิชย์,อวนล้อมจับ,เพชรบุรี,ปลาทู,6,453
14852,2566,ตุลาคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,2,151
14966,2566,พฤศจิกายน,พาณิชย์,อวนลากแผ่นตะเฆ่,ชลบุรี,ปลาทู,1,76
15334,2566,พฤศจิกายน,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,122,9221
15364,2566,พฤศจิกายน,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,19,1436
15388,2566,พฤศจิกายน,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,16,1209
15404,2566,พฤศจิกายน,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,180,13606
15434,2566,พฤศจิกายน,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,16,1209
15880,2566,พฤศจิกายน,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,322,24338
15892,2566,พฤศจิกายน,พาณิชย์,อวนล้อมจับ,เพชรบุรี,ปลาทู,2,151
16421,2566,พฤศจิกายน,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,1,76
16441,2566,พฤศจิกายน,พาณิชย์,อวนลอยปลา,เพชรบุรี,ปลาทู,2,151
16533,2566,ธันวาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ชลบุรี,ปลาทู,1,76
16882,2566,ธันวาคม,พาณิชย์,อวนลากคู่,ชลบุรี,ปลาทู,57,4308
16911,2566,ธันวาคม,พาณิชย์,อวนลากคู่,สมุทรปราการ,ปลาทู,14,1058
16935,2566,ธันวาคม,พาณิชย์,อวนลากคู่,สมุทรสาคร,ปลาทู,45,3401
16952,2566,ธันวาคม,พาณิชย์,อวนลากคู่,สมุทรสงคราม,ปลาทู,127,9599
16982,2566,ธันวาคม,พาณิชย์,อวนลากคู่,เพชรบุรี,ปลาทู,16,1209
17380,2566,ธันวาคม,พาณิชย์,อวนล้อมจับ,ชลบุรี,ปลาทู,2,151
17402,2566,ธันวาคม,พาณิชย์,อวนล้อมจับ,สมุทรสาคร,ปลาทู,795,60086
17416,2566,ธันวาคม,พาณิชย์,อวนล้อมจับ,เพชรบุรี,ปลาทู,1,76
17903,2566,ธันวาคม,พาณิชย์,อวนลอยปลา,ชลบุรี,ปลาทู,3,227
